Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2020-01-02,75.15,75.0875,73.7975,74.06,283480,135647456
2020-01-03,75.145,74.3575,74.125,74.2875,280940,146535512
2020-01-06,74.99,74.95,73.1875,73.4475,242861,118578576
2020-01-07,75.225,74.5975,74.37,74.96,227868,111510620
2020-01-08,76.109975,75.7975,74.289,74.29,261770,132363784
2020-01-09,77.6075,77.4075,76.55,76.80875,328749,170486168
2020-01-10,78.1675,77.5825,77.0625,77.65,294841,140869088
2020-01-13,79.2675,79.24,77.7875,77.91,254950,122086888
2020-01-14,79.3925,78.17,78.0425,79.175,342959,162613828
2020-01-15,78.875,77.835,77.3875,77.9625,264903,121923528
2020-01-16,78.925,78.81,78.0225,78.3975,207423,108829016
2020-01-17,79.685,79.6825,78.75,79.0675,238615,137816468
2020-01-21,79.755,79.1425,79.0,79.2975,208932,110843256
2020-01-22,79.9975,79.425,79.3275,79.645,208306,101832460
2020-01-23,79.89,79.8075,78.9125,79.48,197084,104471972
2020-01-24,80.8325,79.5775,79.3797,80.0625,296490,146537520
2020-01-27,77.9425,77.2375,76.22,77.515,380396,161940020
2020-01-28,79.6,79.4225,78.0475,78.15,353618,162233944
2020-01-29,81.9625,81.085,80.345,81.1125,464162,216599712
2020-01-30,81.0225,80.9675,79.6875,80.135875,280546,126743232
2020-01-31,80.67,77.3775,77.0725,80.2325,484153,199588384
2020-02-03,78.3725,77.165,75.555,76.075,405189,173985604
2020-02-04,79.91,79.7125,78.408625,78.8275,288064,136616536
2020-02-05,81.19,80.3625,79.7375,80.88,269726,118826872
2020-02-06,81.305,81.3025,80.0662,80.6425,215448,105425540
2020-02-07,80.85,80.0075,79.5,80.5925,261918,117684048
2020-02-10,80.3875,80.3875,78.4625,78.545,234128,109348860
2020-02-11,80.975,79.9025,79.6775,80.9,230343,94323120
2020-02-12,81.805,81.8,80.3675,80.3675,244871,113730292
2020-02-13,81.555,81.2175,80.8375,81.0475,216966,94747568
2020-02-14,81.495,81.2375,80.7125,81.185,176169,80113788
2020-02-18,79.9375,79.75,78.6525,78.84,365776,152762180
2020-02-19,81.1425,80.905,80.0,80.0,205432,93983964
2020-02-20,81.1625,80.075,79.5525,80.6575,243574,100565956
2020-02-21,80.1125,78.2625,77.625,79.655,323163,129705660
2020-02-24,76.045,74.545,72.3075,74.315,586880,222195312
2020-02-25,75.6325,72.02,71.5325,75.2375,624789,230673456
2020-02-26,74.47,73.1625,71.625,71.6325,494239,198713724
2020-02-27,71.5,68.38,68.24,70.275,811076,320605524
2020-02-28,69.6025,68.34,64.0925,64.315,1118286,426884920
2020-03-02,75.36,74.7025,69.43,70.57,850991,341397356
2020-03-03,76.0,72.33,71.45,75.9175,841733,319475408
2020-03-04,75.85,75.685,73.2825,74.11,506987,219178272
2020-03-05,74.8875,73.23,72.8525,73.88,433274,187572876
2020-03-06,72.705,72.2575,70.3075,70.5,551657,226176984
2020-03-09,69.5225,66.5425,65.75,65.9375,733182,286744832
2020-03-10,71.61,71.335,67.3425,69.285,696310,285290080
2020-03-11,70.305,68.8575,67.965,69.3475,587138,256379880
2020-03-12,67.5,62.0575,62.0,63.985,1085533,418474068
2020-03-13,69.98,69.4925,63.2375,66.2225,938016,370732128
2020-03-16,64.77,60.5525,60.0,60.4875,826388,322423460
2020-03-17,64.4025,63.215,59.6,61.8775,825894,324055860
2020-03-18,62.5,61.6675,59.28,59.9425,757704,300233624
2020-03-19,63.21,61.195,60.6525,61.84625,662842,271857020
2020-03-20,62.9575,57.31,57.0,61.795,862652,401693384
2020-03-23,57.124925,56.0925,53.1525,57.02,838611,336752832
2020-03-24,61.9225,61.72,58.575,59.09,692491,287531092
2020-03-25,64.5625,61.38,61.075,62.6875,755720,303602040
2020-03-26,64.67,64.61,61.59,61.63,584616,252560676
2020-03-27,63.9675,61.935,61.7625,63.1875,490477,204216612
2020-03-30,63.88,63.7025,62.35,62.685,371745,167976440
2020-03-31,65.6225,63.5725,63.0,63.9,405381,197002004
2020-04-01,62.18,60.2275,59.7825,61.625,460606,176218552
2020-04-02,61.2875,61.2325,59.225,60.085,380294,165933972
2020-04-03,61.425,60.3525,59.743525,60.7,293699,129880068
2020-04-06,65.7775,65.6175,62.345,62.725,486681,201820284
2020-04-07,67.925,64.8575,64.75,67.7,467375,202887324
2020-04-08,66.8425,66.5175,65.3075,65.685,391246,168895284
2020-04-09,67.5175,66.9975,66.175,67.175,415870,162116492
2020-04-13,68.425,68.3125,66.4575,67.0775,343829,131022924
2020-04-14,72.0625,71.7625,69.5125,70.0,476983,194994688
2020-04-15,71.5825,71.1075,70.1575,70.6,312185,131154564
2020-04-16,72.049375,71.6725,70.58755,71.845,377056,157125160
2020-04-17,71.73625,70.7,69.215,71.1725,571192,215249912
2020-04-20,70.42,69.2325,69.2125,69.4875,357160,130015000
2020-04-21,69.3125,67.0925,66.3575,69.07,530768,180991572
2020-04-22,69.475,69.025,68.05,68.4025,287132,117057368
2020-04-23,70.4375,68.7575,68.7175,68.9675,318314,124814328
2020-04-24,70.7525,70.7425,69.25,69.3,306176,126508732
2020-04-27,71.135,70.7925,69.9875,70.45,300771,117087572
2020-04-28,71.4575,69.645,69.55,71.27,285384,112004748
2020-04-29,72.4175,71.9325,70.9725,71.1825,324890,137280816
2020-04-30,73.6325,73.45,72.0875,72.49,471129,183063872
2020-05-01,74.75,72.2675,71.4625,71.5625,558319,240616700
2020-05-04,73.4225,73.29,71.5793,72.2925,320747,133567944
2020-05-05,75.25,74.39,73.615,73.765,361220,147751180
2020-05-06,75.81,75.1575,74.7175,75.115,327328,142333752
2020-05-07,76.2925,75.935,75.4925,75.805,273196,115215056
2020-05-08,77.5875,77.5325,76.0725,76.41,318777,134047940
2020-05-11,79.2625,78.7525,76.81,77.025,336674,145946244
2020-05-12,79.922,77.8525,77.7275,79.4575,372894,162301052
2020-05-13,78.9875,76.9125,75.8025,78.0375,489388,200622556
2020-05-14,77.4475,77.385,75.3825,76.1275,370236,158929076
2020-05-15,76.975,76.9275,75.0525,75.0875,385769,166348376
2020-05-18,79.125,78.74,77.581025,78.2925,315513,135372500
2020-05-19,79.63,78.285,78.2525,78.7575,253423,101729540
2020-05-20,79.88,79.8075,79.05,79.17,263855,111504860
2020-05-21,80.2225,79.2125,78.9675,79.665,250904,102688844
2020-05-22,79.8075,79.7225,78.8375,78.9425,205849,81803016
2020-05-26,81.06,79.1825,79.125,80.875,309828,125521816
2020-05-27,79.6775,79.5275,78.2725,79.035,279270,112945096
2020-05-28,80.86,79.5625,78.9075,79.1925,320360,133796412
2020-05-29,80.2875,79.485,79.1175,79.8125,307848,153598128
